cid	text	author	votes	heart	paid	category	Entext	flair_sent_fast	flair_sent_en	pysent_sent	pysent_emot	pysent_hate	offense
UgzQtxQkQ9LS98KyDep4AaABAg	യോഹന്നാന്1010 മോഷ്ടിക്കാനും കൊല്ലാനും നശിപ്പിക്കാനുമാണു കള്ളന് വരുന്നത് ഞാന് വന്നിരിക്കുന്നത് അവര്ക്കു ജീവനുണ്ടാകാനും അതു സമൃദ്ധമായി ഉണ്ടാകാനുമാണ്യുദ്ധസമയത്ത് അല്ലാഹുവിന്റെ ദൂതന്റെ കോഡ് വാക്കുകൾ ബദറിൽ യാ മൻസൂർ കൊല്ലുക ഉഹുദ് സമയത്ത് ബാനു നാദിർ റെയ്ഡും മുറൈസിയുടെ റെയ്ഡും ‛കോഡ് പദങ്ങൾ കൊല്ലുക കൊല്ലുക   സുനൈൻ സമയത്ത് കോഡ് യാ മൻസൂർ കൊല്ലുകഅവലംബം - മുഹമ്മദിന്റെ ജീവിതം കിതാബ് അൽ മഘാസി അൽ-വഖിദി	നബിത്തായോളി	2	False	None	Entertainment	John 1010 The thief comes to steal, kill and destroy I have come so that they may have life and have it abundantly Code words of the Messenger of Allah during battle Kill Ya Mansur at Badr During Uhud Banu Nadir Raid and Raid of Muraisi âCode Words Kill Kill Kill Code Ya Mansur during Sunain Reference - Life of Muhammad Kitab Al Maghazi Al-Waqidi	('POSITIVE', 0.9176149964332581)	('POSITIVE', 0.578022301197052)	NEG: 	anger: 	:	1
Ugx7Ux60EYaH3vFvEbd4AaABAg	ഇതു തന്നെയാണ് രണ്ട് മുഖ്യമന്ത്രിമാർ തമ്മിലുള്ള വ്യത്യാസം ഒരു പഴയ മുഖ്യമന്ത്രി തനിക്ക് മുകളിലൊരു ദൈവമുണ്ട് എന്ന് വിശ്വസിക്കുകയും ആ ധാർമികതയുടെ പേരിൽ അദ്ദേഹം ആരോപണങ്ങൾ വന്നപ്പോൾ രാജിവച്ച് അതിനെ നേരിടാൻ തയാറാവുകയും ചെയ്തുഎന്നാൽ ഈ മുഖ്യമന്ത്രി ഞാൻ എന്തോ ആണെന്ന് അഹങ്കരിച്ച് ദൈവത്തെയും ജനങ്ങളെയും വെല്ലുവിളിച്ച് സകല തിന്മകളും ചെയ്തു അങ്ങനെ ജീവിക്കുന്നുഎന്നാൽ സർവ്വതും സൃഷ്ടിച്ച സർവ്വശക്തനായ ദൈവം ഇതിന് ഇയാൾക്ക് നല്ലൊരു മറുപടി കൊടുക്കുക തന്നെ ചെയ്യും	Milton Kapppungal	8	False	None	Entertainment	This is the difference between the two chief ministers. An old chief minister believed that there is a God above him and when he was accused of that morality, he resigned and prepared to face it.	('POSITIVE', 0.9946753978729248)	('POSITIVE', 0.9923809170722961)	NEU: 	others: 	:	1
Ugwds65y4k-3lMhc-A94AaABAg	ദൈവം നമ്മുടെ കൂടെ ഉണ്ട് 	Shaji Arassery	12	False	None	Entertainment	God is with us	('POSITIVE', 0.9474379420280457)	('POSITIVE', 0.9996867179870605)	POS: 	joy: 	:	1
UgyYO1_9MfN5eCnrfox4AaABAg	നമ്മുടെ സാംസ്ക്കാരിക നായകന്മാർക്ക് കൂട്ടക്കൊലയെക്കാൾ ഗൗരവമുള്ളത് ചില നിന്ദകളാണ്കൊഴിപ്പിച്ചടുക്കുവാൻ ഒരു പറ്റം മതരാജ്യങ്ങളും	Tibu Thomas	2	False	None	Entertainment	A bunch of religious nations to dish out some insults to our cultural heroes that are more serious than mass murder.	('POSITIVE', 0.530143141746521)	('NEGATIVE', 0.9988705515861511)	NEG: 	disgust: 	:	1
UgyLelEMpwNK7SnBPyx4AaABAg	ദൈവമേ തീവ്ര വാദികൾക്ക് മാനസാന്ദ്രം ഉണ്ടാകണമേ പാവപ്പെട്ട ദൈവജനത്തിനെ സംരക്ഷിക്കണമേ ആ മ്മേൻ	Nisha Manoj	87	False	None	Entertainment	O God, please protect the poor people of God	('POSITIVE', 0.9321110248565674)	('POSITIVE', 0.7563775777816772)	POS: 	sadness: 	:	1
UgxKcO4JNuMGcTVD9V14AaABAg	ദൈവം നമ്മുടെ പക്ഷത്തെങ്കിൽ ആര് നമുക്ക് എതിര് നിൽക്കും	God''s Book	12	False	None	Entertainment	If God is on our side, who can be against us?	('POSITIVE', 0.937797486782074)	('POSITIVE', 0.9928659200668335)	POS:  	joy: 	:	1
Ugw0mTMd3ImR0ee3QaR4AaABAg	മിഖായേൽ മാലാഖേ എനിക്ക് ഉണ്ടാകുന്ന പൈശാചികബന്ധനങ്ങളിൽ നിന്നും മോചിപ്പിക്കണേ 	Sobha Thomas	15	False	None	Entertainment	Archangel Michael, free me from demonic bondage	('POSITIVE', 0.540290892124176)	('POSITIVE', 0.9906831979751587)	NEU:  	others: 	:	1
UgzGoBdWYzQapnxlJox4AaABAg	ഈ മതം തീരാൻ പോവുകയാണ് അതിന്റെ ലക്ഷണങ്ങളാണ് ഈ കാണുന്നതെല്ലാം ദൈവം നമ്മെയെല്ലാം സംരക്ഷിക്കട്ടെ ആമേൻ 	BIJU JACOB	12	False	None	Entertainment	This religion is going to end and all these are the signs, may God protect us all, Amen	('POSITIVE', 0.9526392817497253)	('POSITIVE', 0.9745562672615051)	NEU: 	others: 	:	1
UgzQ_fWqftXI_9aUXrJ4AaABAg	എല്ലാം കെട്ടുകഥകൾ തുന്നി പിടിപ്പിച്ച പൊത്തകത്തിലെ  ഗോത്ര ദേവൻ അള്ളാനു് വേണ്ടി	Jose george	5	False	None	Entertainment	All for Allan, the tribal god of Pottakam, who sewed up myths	('POSITIVE', 0.955980658531189)	('POSITIVE', 0.992222249507904)	NEU: 	others: 	:	1
UgxD4eptf_RLuvFzDxd4AaABAg	ദൈവമേ ഇവരോട് നീ ഇടപെടെ 	Jiju Varughese	4	False	None	Entertainment	O God, deal with them	('POSITIVE', 0.9554517865180969)	('POSITIVE', 0.76698237657547)	NEG:  	others: 	:	1
UgwWiB8PPu5nfL4XeXl4AaABAg	ആ മാതാ പിതാക്കൾക്ക് കുറേ ഏറെ മക്കളെ കിട്ടിയല്ലോ  ദൈവത്തിനു സ്തോത്രം	Babu P A	34	False	None	Entertainment	Thank God those parents got many children	('POSITIVE', 0.920817494392395)	('POSITIVE', 0.976596474647522)	POS: 	joy: 	:	1
Ugwfrpo0Dh9HzNDFTKt4AaABAg	സ്വർഗ്ഗത്തിന്റെ വെളിപ്പെടുത്തൽ കുടുതലായി മനസിലാക്കി പറഞ്ഞു തരുന്ന ഫാദറിനെ ദൈവം അനുഗ്രഹിക്കട്ടെ ഇത് കേൾക്കുന്നവരെയും ദൈവം അനുഗ്രഹിക്കട്ടെ 	Nisha Manoj	3	False	None	Entertainment	God bless the Father who understands the revelation of Heaven and God bless those who hear it.	('POSITIVE', 0.9944509863853455)	('POSITIVE', 0.99800044298172)	POS: 	joy: 	:	1
UgzK3i6v7NtJYNYxAWF4AaABAg	ഇന്നലെകളിലും ഇന്നും നാളെയും എന്നെന്നും ജീവിക്കുന്ന അറിയപ്പെട്ടതും അറിയപ്പെടാത്തതും വെളിപ്പെടുത്തപ്പെട്ടതും  വെളിപ്പെടാനിരിക്കുന്നതുമായ സകലതും സൃഷ്ടിച്ച് പരിപാലിക്കുന്ന പകരം വയ്ക്കാനില്ലാത്ത സർവശക്തനായ ദൈവത്തിന്റെ സ്വരം തിരിച്ചറിയാൻ ഏവരും തയ്യാറായെങ്കിൽ	Joseph PT	1	False	None	Entertainment	If all are willing to recognize the voice of the irreplaceable Almighty God who created and sustains everything known, unknown, revealed, and yet to be revealed, who lives yesterday, today, tomorrow, and forever.	('POSITIVE', 0.994856595993042)	('POSITIVE', 0.999505877494812)	NEU:  	others: 	:	1
UgwWEsYjJQQY7Rqhshl4AaABAg	പ്രീയ ആന്റണി അച്ചൻ പറയുന്നത് എത്രയോ സത്യം അച്ചനെ ദൈവം അനുഗ്രെഹിക്കും	george Varghese	17	False	None	Entertainment	Preya Anthony Achan is so true, may God bless you	('POSITIVE', 0.9867724776268005)	('POSITIVE', 0.99760901927948)	POS: 	joy: 	:	1
UgwRBOSIRhKSC7l19C94AaABAg	യേശുവേ ഞങ്ങളുടെ വിശ്വാസത്തെ വർദ്ധിപ്പിക്കെണമെ പൈസക്കെവേണ്ടി ഈ കൊതിയൻമാർ എന്തും ചെയ്യുന്നാ കാലമാണ് അത് അവർ തന്നെ അവരുടെ നാശം വിളിച്ചുവരുത്തുകയാണ് പിന്നെ ദൈവം ശിക്ഷിച്ചുന്നു പറയരുത്	Sherly Babu	32	False	None	Entertainment	Jesus, increase our faith, it's time for these greedy people to do anything for money, they are bringing their own destruction and don't say God is punishing them.	('POSITIVE', 0.9066416025161743)	('NEGATIVE', 0.9812564253807068)	NEG: 	anger: 	: 	1
UgzxzFCWoF_O6M5osLt4AaABAg	എൻ്റെ ദൈവമേ 	hillaryfernandez a	6	False	None	Entertainment	my god	('POSITIVE', 0.7953404784202576)	('NEGATIVE', 0.9760531783103943)	NEG:  	surprise: 	:	1
UgzEgOkt3i0KxNo4NQ14AaABAg	പിതാവിനും പുത്രനും പരിശുദ്ധാത്മാവിനും സ്തുതി ആവേ മരിയ അമ്മയ്ക്ക് സ്തുതി സ്വർഗ്ഗസ്ഥനായ ദൈവമാണ് അവിടം കാക്കുന്നതും അതിനു സഹായമെത്തിക്കുന്നതും അതിനെ ഉപദ്രവിക്കുന്നവരെ അവിടുന്ന് പ്രഹരിച്ചു നശിപ്പിക്കുന്നു( 2 മക്കബായർ 3-39) ആമേൻ	Lijo K J	3	False	None	Entertainment	Praise be to the Father, the Son, and the Holy Spirit. Praise be to Mary, the Mother of God. It is God who guards it and helps it. He strikes and destroys those who harm it (2 Maccabees 3-39) Amen.	('POSITIVE', 0.9949666857719421)	('POSITIVE', 0.9967061877250671)	NEU:  	others:  	:	1
UgwrrCBVK6yi0gYZBBd4AaABAg	രവി ബ്രദർ-നെ ദൈവം  ഇനിയും സമൃ ദ്ധ മായി അനുഗഹിക്കട്ടെ എന്ന്  പ്രാർത്ഥി ക്കുന്നു	Marykutty Antony	10	False	None	Entertainment	I pray that God will continue to bless Brother Ravi	('POSITIVE', 0.9901931285858154)	('POSITIVE', 0.996967613697052)	POS: 	joy: 	:	1
UgzMxmj1UR613x7AoNB4AaABAg	വിശുദ്ധ ലാസറസ് ദൈവ സഹായം പിള്ളേ ഞങ്ങൾക്ക് വേണ്ടി പ്രാർത്ഥിക്കണ്ണമേ	ALJO THARAKAN	40	False	None	Entertainment	Saint Lazarus God help us pray for us	('POSITIVE', 0.985610842704773)	('POSITIVE', 0.9150934815406799)	NEU: 	sadness: 	:	1
Ugw3RnNVs-qiu1vm0eh4AaABAg	കഴിഞ്ഞ ഡിസംബറിൽ അവിടെ പോകാനും പ്രാർത്ഥിക്കാനും ദൈവം തന്ന അനുഗ്രഹത്തിനും സ്തുതി 	Holy Land	15	False	None	Entertainment	Praise God for going there last December, praying and blessing	('POSITIVE', 0.9967610239982605)	('POSITIVE', 0.9956246018409729)	POS: 	joy: 	:	1
Ugx81D65LFJoBtg9YiV4AaABAg	വിശുദ്ധ ദേവസഹായം പിള്ളെ എനിക്കു സൗഖ്യം വാങ്ങി തരേണമേ ആമ്മേൻ 	Princy Thomas Pinky	12	False	None	Entertainment	Please heal me with the help of the Holy God, Amen	('POSITIVE', 0.9614714980125427)	('POSITIVE', 0.9178509712219238)	POS: 	others: 	:	1
UgxZQPDOR-p_hCe5_tJ4AaABAg	വി ദേവസഹയംപിള്ളേ ഞങ്ങൾക്കു വേണ്ടി പ്രാർത്ഥിക്കണമേ ആമേൻ	mini alex	0	False	None	Entertainment	God help us pray for us Amen	('POSITIVE', 0.9425568580627441)	('POSITIVE', 0.7238331437110901)	POS: 	others: 	:	1
Ugwd4-D3oMpODGILrGF4AaABAg	എത്ര സഹനം ഉണ്ടായാലും  ദൈവത്തിൻറെ  പുറകെ പോകുന്നത് ഒരു ഭാഗ്യം തന്നെയാണ് വിളിച്ചവൻ വിശ്വസ്തൻ ആണ്	My God My Lord	11	False	None	Entertainment	No matter how much suffering there is, it is a blessing to follow God. He who called is faithful	('POSITIVE', 0.9977555871009827)	('POSITIVE', 0.9745995402336121)	POS: 	joy: 	:	1
UgyT0GbxAEMVyb0nHup4AaABAg	പാപ്പയെ ദൈവം ബാലപ്പെടുത്തട്ടെ 	Sujatha Kurian	3	False	None	Entertainment	God bless papa	('POSITIVE', 0.9473500847816467)	('POSITIVE', 0.99824059009552)	POS: 	joy: 	:	1
UgwQS3HPohP8pbjDSOR4AaABAg	അനേകരിൽ  ഈശോയെ  കാണുവാനും അവർക്കു വെളിച്ചം പകരാനും  സിസ്റ്ററിനെ  ദൈവം അനുഗ്രഹിക്കട്ടെ	Santhamma Ninan	15	False	None	Entertainment	May God bless Sister to see Jesus in many people and shine light on them	('POSITIVE', 0.9980568289756775)	('POSITIVE', 0.9966984391212463)	POS: 	joy: 	:	1
UgxZSBP4zJmwMKsWtC14AaABAg	ഇപ്പോഴെങ്കിലും ബോധം ഉണ്ടായല്ലോ  എങ്കിൽ പിന്നെ എത്രയും പെട്ടെന്ന് ഒരു പാർട്ടി രൂപീകരിക്കണം ദൈവം അനുഗ്രഹിക്കട്ടെ	Joseph Muttikkal	19	False	None	Entertainment	God bless you, if you have come to your senses at least now, then you should form a party as soon as possible	('POSITIVE', 0.9741774797439575)	('POSITIVE', 0.9923736453056335)	POS: 	others: 	:	1
Ugxy7PiDo2qz5isowMt4AaABAg	സർവ്വശക്തനായ  ദൈവം കൂടുതൽ  ആരോഗ്യം നൽകി  പാപ്പായെ അനുഗ്രഹിക്കട്ടെ എന്നു പ്രാർത്ഥിക്കുന്നു 	Beena cyriac	51	False	None	Entertainment	I pray that the almighty God blesses the Pope with more health	('POSITIVE', 0.9891442656517029)	('POSITIVE', 0.9937489032745361)	POS: 	joy: 	:	1
UgzkuVsVAJyNhDXkKCV4AaABAg	ദൈവമേ പാപ്പയെ കാത്തോളണേ അമ്മേ പാപ്പയുടെ ആരോഗ്യത്തിനായി പ്രാർത്ഥിക്കണമേ 	Biji Joseph	30	False	None	Entertainment	God, watch over papa, mother, pray for papa's health	('POSITIVE', 0.9761295914649963)	('POSITIVE', 0.9905055165290833)	NEU:  	sadness:  	:	1
UgzmLFd103iWdVtJwih4AaABAg	തുറന്ന മനസ്സോടെ എല്ലാവരെയും ശ്രവിയ്ക്കുവാനും സ്നേഹിയ്ക്കുവാനും പ്രശ്നങ്ങൾക്ക് പരിഹാരങ്ങൾ കാണുവാനും ഞങ്ങളുടെ വലിയ പിതാവ് എന്നും അതീവ ശ്രദ്ധ ചെലുത്തിയിരുന്നു അദ്ദേഹത്തി പ്രസംഗങ്ങളും പ്രബോധനങ്ങളും വചന സമ്പുഷ്ടവും ഹൃദ്യവുമായിരുന്നു തുടർന്നും പിതാവിൻ്റെ സാന്നിദ്ധ്യവും മനസ്സും ദൈവജനത്തെ ശക്തരാക്കും പിതാവിന് ഹൃദയപൂർവ്വം ആരംസകൾ പ്രാർത്ഥനകൾ	sasikumar sasipaul	1	False	None	Entertainment	Our great father always took great care to listen and love everyone with an open mind and to find solutions to problems. His sermons and sermons were rich in words and heartfelt. Father's presence and mind will continue to strengthen the people of God.	('POSITIVE', 0.9983055591583252)	('POSITIVE', 0.9984328150749207)	POS: 	joy: 	:	1
Ugy-XMOnY187RVnj8oN4AaABAg	ഒന്നാം സ്ഥാനം ദൈവത്തിന് കൊടുക്കണം അത് കുട്ടികൾ മാതാപിതാക്കൾ സഭയും യേശു ക്രിസ്തു ദൈവം ആണെന്നും യേശുവിലൂടെ അല്ലാതെ രക്ഷ ഇല്ല എന്നും പറയാൻ ആർജവം വേണം	AJAY JOSEPH	11	False	None	Entertainment	The first place should be given to God, children, parents, the Church, and Jesus Christ should be encouraged to say that God is God and that there is no salvation except through Jesus.	('POSITIVE', 0.9094774723052979)	('POSITIVE', 0.9188815951347351)	POS: 	others: 	:	1
UgxT6MebR42o_GfacH54AaABAg	ആദ്യം വേദപുസ്തകം പറയുന്നത് അനുസരിക്കു അതല്ലേ ഭക്തിയുടെ തെളിവ് യേശു ഉയർത്തത് പരമയാഥാർഥ്യമാണ് പക്ഷെ അത് ഈസ്റ്റർ എന്ന് പറഞ്ഞത് ആഘോഷിക്കുന്ന ആ തിയ്യതി ഇഷ്ട്ടാർ എന്ന ദേവദയുടെ ഒരു ഉത്സവമാണ് റോമാകാർ മതം മാറിയപ്പോൾ അവരുടെ ആഘോഷങ്ങൾ എല്ലാം ക്രിസ്തീയ സഭയിൽ നുഴച്ചു കയറ്റി അങ്ങനെയാണ് ജാതിയ ആഘോഷങ്ങൾ ക്രിസ്തീയ സഭക്കകത്തു നുഴഞ്ഞു കയറിയത് വർഷത്തിൽ ഒരിക്കൽ ക്രിസ്തുവിനെ കൊല്ലുകയും ഉയർപ്പിക്കുകയും ചെയ്യുന്നു ചിലർ എന്നാൽ എല്ലാദിവസവും യേശുവിന്റെ മരണവും ഉയിർപ്പും ജീവിതത്തിന്റെ ഭാഗമാക്കി ജീവിക്കുന്നവനാണ് ക്രിസ്തു ഭക്തൻ	Biju Shyam	3	False	None	Entertainment	First of all obey what the Bible says, isn't it the proof of piety that Jesus raised is the ultimate reality but that date that is celebrated as Easter is a festival of the goddess Ishtar when the Romans converted, all their celebrations infiltrated the Christian church and that's how caste celebrations infiltrated the Christian church once a year they kill Christ and raise Jesus. A devotee of Christ is one who makes death and resurrection a part of life	('POSITIVE', 0.999729573726654)	('NEGATIVE', 0.7633088827133179)	NEU: 	others:  	:	1
UgwKkXqU781ZBexvlCJ4AaABAg	ഈ ചേട്ടനെ കാണുമ്പോൾ എനിക്ക് എന്റെ പപ്പയെ ഓർമ്മ വരുന്നു ആ മനുഷ്യന്റെ ഹൃദയം ഉരുകുന്നത് ദൈവം കാണും 	The HolyLand Leo Vlogs	93	False	None	Entertainment	Seeing this dude reminds me of my papa and God will see that man's heart melt	('POSITIVE', 0.9995802044868469)	('POSITIVE', 0.9987736344337463)	NEU:  	joy: 	:	1
UgxdATd75v0cOuwhqOB4AaABAg	എന്തിന്റെ പേരിൽ ആണെങ്കിലും മാതാപിതാക്കളെ ബഹുമാനിക്കാതിരിക്കുക എന്നത്ദൈവ നിഷേധമാണ്	Good Word3	32	False	None	Entertainment	Disrespecting one's parents for any reason is a denial of God	('NEGATIVE', 0.8608244061470032)	('NEGATIVE', 0.9987207055091858)	NEG: 	others: 	:	1
Ugw2Bg1I12kyRKa934Z4AaABAg	നന്ദി ദൈവമേ 	Biju Tom	2	False	None	Entertainment	Thank you God	('POSITIVE', 0.9298156499862671)	('POSITIVE', 0.8303520083427429)	POS: 	joy: 	:	1
Ugy4Iku1OZ9oIRUAzGB4AaABAg	കത്തോലിക്കാ സഭയെ കൂടുതൽ ശക്തിപ്പെടുത്താൻ സർവ്വശക്തനായ ദൈവം അ ദേഹത്തെ കൂടുതൽ അനുഗ്രഹിക്കട്ടെ എന്ന് പ്രാർത്ഥിക്കുന്നു	Bejoy Kuriakose	5	False	None	Entertainment	I pray that the Almighty God will bless the body more to strengthen the Catholic Church	('POSITIVE', 0.9939708709716797)	('POSITIVE', 0.9845584034919739)	POS: 	joy: 	:	1
UgyzCP3fVgNpVazL6Vx4AaABAg	ദൈവം ചില മനുഷ്യരെ പ്രത്യേകമായി തിരഞ്ഞെടുക്കുന്നു  ആമേൻ	Anto Py	28	False	None	Entertainment	God chooses some people specially Amen	('POSITIVE', 0.8884776830673218)	('POSITIVE', 0.9930251836776733)	POS: 	others: 	:	1
UgzJqfXP7qVCPb7uJYt4AaABAg	ആമേൻ ദൈവം കത്തോലിക്കാ തിരുസഭയെ ഐക്യത്തിലും സ്നേഹത്തിലും ഉപവിയിലും വളർത്തട്ടെ	slave of LORD JESUS	2	False	None	Entertainment	Amen May God grow the Catholic Church in unity, love and sustenance	('POSITIVE', 0.9997605681419373)	('POSITIVE', 0.9966974258422852)	POS: 	joy: 	:	1
UgzthsHmHdKAnZSuijB4AaABAg	ദൈവം  ഈ  കാണുന്ന  എല്ലാവരെയും  സമൃദ്ധമായി  അനുഗ്രഹിക്കട്ടെ ആമേൻ 	Baby Thomas	20	False	None	Entertainment	May God richly bless all who see this Amen	('POSITIVE', 0.9699634909629822)	('POSITIVE', 0.9913944602012634)	POS: 	joy: 	:	1
UgymZZ0WXQKL9fz74QJ4AaABAg	കോടഞ്ചേരി ലൗജിഹാദ് അവസാനത്തേത് ആകണമേ ദൈവമേ ലവ് ജിഹാദിൽ പെട്ട പെൺകുട്ടികളുടെ ഇപ്പോഴത്തെ അവസ്ഥയെ പറ്റി കേന്ദ്ര ഏജൻസി അല്ലെങ്കിൽ ജുഡീഷ്യൽ അന്വഷണം നടത്തണം	Mathew J K	27	False	None	Entertainment	Kotancherry Love Jihad must be the last one, oh God, there should be a central agency or judicial inquiry into the current situation of girls involved in Love Jihad.	('POSITIVE', 0.9545838832855225)	('NEGATIVE', 0.6957808136940002)	NEU: 	disgust: 	:	1
UgzflOiTZwq2QEXG3st4AaABAg	അല്ലാഹുവും മുഹമ്മദും ആരെന്ന് നമ്മുടെ കുട്ടികളെ പഠിപ്പിക്കണം ക്രിസ്തുമാത്രമാണ് ദൈവമെന്നും	Stephen Mathew	405	False	None	Entertainment	We should teach our children who is Allah and Muhammad and that Christ is the only God	('POSITIVE', 0.9734548330307007)	('POSITIVE', 0.927157461643219)	POS: 	others: 	:	1
UgyoOJPzUICMMnqHCMZ4AaABAg	ഓ എന്റെ ദൈവമെ എന്റെ ഇശോയെ 	Mariateresa Komaroth	0	False	None	Entertainment	Oh my God my God	('POSITIVE', 0.9537092447280884)	('NEGATIVE', 0.9947808384895325)	POS: 	surprise: 	:	1
UgxAS41dSrhZmYhS_WB4AaABAg	ദൈവ കൃപയാൽ സിസ്റ്ററെ അനുഗ്രഹിക്കട്ടെ രോഗികളിൽ ഇശോയെ കണ്ടു സിസ്രുഷിക്കാൻ ദൈവം കൃപ നൽകട്ടെ 	Francis V A	10	False	None	Entertainment	May God bless you with the grace of God and may God give you the grace to see Jesus in the sick	('POSITIVE', 0.9926055669784546)	('POSITIVE', 0.9952890872955322)	POS: 	joy: 	:	1
UgzF2AozFh1sq3pwY054AaABAg	അഭയകേസ് മാത്രമല്ല നിരപരാധികളായ പലരും കാണുമല്ലോ അവരുടെ കണ്ണുനീര് കാണുന്നൊരു ദൈവമുണ്ട്	butterflies	12	False	None	Entertainment	There is a God who sees the tears of many innocent people and not just the asylum case	('POSITIVE', 0.9894993305206299)	('POSITIVE', 0.9975797533988953)	POS: 	others: 	:	1
UgzHoN0MaLtgvJ-F_mN4AaABAg	ദൈവം നിങ്ങളുടെ സഹോദരരില്നിന്ന് എന്നെപ്പോലെ ഒരു പ്രവാചകനെ നിങ്ങള്ക്കായി ഉയര്ത്തും എന്ന് ഇസ്രായേല്മക്കളോടു പ്രഖ്യാപിച്ചത് ഈ മോശയാണ്അപ്പ പ്രവര്ത്തനങ്ങള് 7  37	Sreejith Kuttappan	1	True	None	Entertainment	This is Moses who declared to the Israelites that God would raise up for you a prophet like me from among your brothers Acts 7 37	('NEGATIVE', 0.625151515007019)	('POSITIVE', 0.978678286075592)	NEU: 	others: 	:	1
UgyuiGYFepjer7J80Rd4AaABAg	നമ്മുടെ പ്രാർത്ഥന രീതികൾ മറ്റേണ്ടിയിരിക്കുന്നു ഇസ്രയേലിന്റെ ദൈവമായ സൈനങ്ങളുടെ കർത്താവേ അങ്ങയുടെ ജനത്തിന്റെ ശത്രുക്കളോടെ പ്രതികാരം ചെയ്യണമേ	4see videos	91	False	None	Entertainment	OUR PRAYER WAYS ARE DIFFERENT Lord of hosts, God of Israel, take vengeance on the enemies of your people.	('POSITIVE', 0.9789824485778809)	('POSITIVE', 0.9742239713668823)	NEU:  	anger: 	:	1
UgzQtbvh2858Yp9Xjrd4AaABAg	സിസ്റ്ററേ സഹിക്കാൻ പറ്റണില്ല കേട്ടിട്ട് ഇത്രെയ്ക്ക് മോശം ആണ് മനുഷ്യർ അവർക്ക് വേണ്ടി പ്രാർത്ഥിക്കാം നമുക്ക് ദൈവത്തോട് കരഞ്ഞ് പ്രാർത്ഥിക്കാം	Lijo Mathew	7	False	None	Entertainment	I can't bear to hear this sister, it's so bad. Let's pray for them. Let's cry and pray to God	('NEGATIVE', 0.7523502707481384)	('NEGATIVE', 0.9999501705169678)	NEG: 	sadness: 	:	1
Ugw3Q7nF-u658kJojDV4AaABAg	നമ്മുടെ ദൈവത്തിന് മഹത്വം കോടാനു കോടി മഹത്വം ഉണ്ടാകട്ടെ	nelsonvarghese	23	False	None	Entertainment	To our God be the glory and the glory	('POSITIVE', 0.9979119896888733)	('POSITIVE', 0.9977300763130188)	POS: 	joy: 	:	1
UgwuF30-8GVUWQ2BwSF4AaABAg	ഇവിടെ മദ്യപുഴ ഒഴുകുകയാണെങ്കിൽ മുസ്ലീം സഹോദരങ്ങൾക്ക് കാബിറുകളെ കൊന്ന് മദ്യപുഴയ്ക്കുവേണ്ടി ഓടേണ്ടല്ലോ	somi bobby	3	False	None	Entertainment	If the Madiyapuzha flows here, the Muslim brothers should not kill the Kabirs and run for the Madiyapuzha	('NEGATIVE', 0.9365780353546143)	('NEGATIVE', 0.82596755027771)	NEU: 	others: 	hateful : 	1
